# Demographics, Darting Percentage: 0.0
# Yr,Pop,Calves,Juvs,AdtM,AdtF,Sen,Culled
137,7000,199,2099,3918,706,78,71,
138,7000,229,2096,3919,676,80,104,
139,7000,194,2103,3897,713,93,44,
140,7000,229,2083,3874,706,108,98,
141,7000,219,2091,3855,721,114,70,
142,7000,224,2095,3853,728,100,74,
143,7000,220,2078,3872,731,99,89,
144,7000,252,2074,3850,721,103,114,
145,7000,222,2072,3860,737,109,75,
146,7000,240,2053,3849,742,116,91,
147,7000,220,2050,3860,768,102,67,
148,7000,246,2039,3872,747,96,100,
149,7000,218,2062,3898,749,73,62,
150,7000,246,2057,3902,705,90,130,
151,7000,225,2114,3898,680,83,100,
152,7000,209,2122,3885,677,107,90,
153,7000,203,2105,3877,727,88,48,
154,7000,236,2079,3877,707,101,112,
155,7000,239,2084,3868,727,82,86,
156,7000,196,2073,3847,781,103,58,
157,7000,264,2050,3831,743,112,134,
158,7000,238,2071,3833,751,107,75,
159,7000,244,2080,3821,745,110,88,
160,7000,248,2076,3821,761,94,88,
161,7000,210,2088,3823,792,87,55,
162,7000,258,2066,3838,751,87,126,
163,7000,237,2087,3861,728,87,106,
164,7000,213,2113,3853,735,86,76,
165,7000,227,2135,3863,692,83,111,
166,7000,244,2142,3870,653,91,128,
167,7000,200,2149,3904,675,72,61,
168,7000,196,2164,3893,647,100,96,
169,7000,214,2115,3914,656,101,91,
170,7000,196,2092,3924,703,85,55,
171,7000,226,2051,3929,707,87,101,
172,7000,220,2044,3953,698,85,96,
173,7000,228,2058,3976,654,84,117,
174,7000,190,2028,3994,700,88,59,
175,7000,216,1978,3999,719,88,86,
176,7000,205,1978,3984,727,106,79,
177,7000,225,1954,4009,730,82,86,
178,7000,222,1939,4006,748,85,88,
179,7000,237,1945,4018,715,85,112,
180,7000,209,1969,4014,713,95,85,
181,7000,229,1970,4022,712,67,93,
182,7000,210,1997,4028,690,75,89,
183,7000,215,1980,4035,680,90,92,
184,7000,226,1968,4040,683,83,91,
185,7000,217,1971,4044,685,83,96,
186,7000,223,2001,4031,659,86,102,
187,7000,193,2012,4049,670,76,73,
188,7000,228,2017,4030,633,92,116,
189,7000,171,2012,4019,702,96,32,
190,7000,221,1967,4019,698,95,86,
191,7000,221,1955,4010,707,107,76,
192,7000,210,1961,4009,728,92,61,
193,7000,249,1954,3984,695,118,123,
194,7000,224,1975,3977,719,105,60,
195,7000,214,1984,3963,734,105,81,
196,7000,216,1976,3952,742,114,81,
197,7000,237,1969,3950,738,106,98,
198,7000,230,1963,3939,775,93,69,
199,7000,232,2000,3941,741,86,116,
200,7000,242,2005,3953,707,93,112,
