06/01/2017 12:00:00 AM , 4.0
06/01/2017 1:00:00 AM , 4.0
06/01/2017 2:00:00 AM , 4.0
06/01/2017 3:00:00 AM , 4.0
06/01/2017 4:00:00 AM , 4.0
06/01/2017 5:00:00 AM , 4.0
06/01/2017 6:00:00 AM , 6.0
06/01/2017 7:00:00 AM , 6.0
06/01/2017 8:00:00 AM , 6.0
06/01/2017 9:00:00 AM , 6.0
06/01/2017 10:00:00 AM , 6.0
06/01/2017 11:00:00 AM , 6.0
06/01/2017 12:00:00 PM , 6.0
06/01/2017 1:00:00 PM , 6.0
06/01/2017 2:00:00 PM , 6.0
06/01/2017 3:00:00 PM , 6.0
06/01/2017 4:00:00 PM , 2.0
06/01/2017 5:00:00 PM , 2.0
06/01/2017 6:00:00 PM , 6.0
06/01/2017 7:00:00 PM , 6.0
06/01/2017 8:00:00 PM , 6.0
06/01/2017 9:00:00 PM , 6.0
06/01/2017 10:00:00 PM , 6.0
06/01/2017 11:00:00 PM , 6.0
06/02/2017 12:00:00 AM , 6.0
06/02/2017 1:00:00 AM , 6.0
06/02/2017 2:00:00 AM , 6.0
06/02/2017 3:00:00 AM , 6.0
06/02/2017 4:00:00 AM , 6.0
06/02/2017 5:00:00 AM , 6.0
06/02/2017 6:00:00 AM , 6.0
06/02/2017 7:00:00 AM , 6.0
06/02/2017 8:00:00 AM , 6.0
06/02/2017 9:00:00 AM , 6.0
06/02/2017 10:00:00 AM , 6.0
06/02/2017 11:00:00 AM , 6.0
06/02/2017 12:00:00 PM , 6.0
06/02/2017 1:00:00 PM , 6.0
06/02/2017 2:00:00 PM , 6.0
06/02/2017 3:00:00 PM , 6.0
06/02/2017 4:00:00 PM , 6.0
06/02/2017 5:00:00 PM , 6.0
06/02/2017 6:00:00 PM , 6.0
06/02/2017 7:00:00 PM , 6.0
06/02/2017 8:00:00 PM , 6.0
06/02/2017 9:00:00 PM , 6.0
06/02/2017 10:00:00 PM , 6.0
06/02/2017 11:00:00 PM , 6.0
06/03/2017 12:00:00 AM , 6.0
06/03/2017 1:00:00 AM , 6.0
06/03/2017 2:00:00 AM , 6.0
06/03/2017 3:00:00 AM , 6.0
06/03/2017 4:00:00 AM , 6.0
06/03/2017 5:00:00 AM , 6.0
06/03/2017 6:00:00 AM , 6.0
06/03/2017 7:00:00 AM , 6.0
06/03/2017 8:00:00 AM , 6.0
06/03/2017 9:00:00 AM , 6.0
06/03/2017 10:00:00 AM , 6.0
06/03/2017 11:00:00 AM , 6.0
06/03/2017 12:00:00 PM , 6.0
06/03/2017 1:00:00 PM , 6.0
06/03/2017 2:00:00 PM , 6.0
06/03/2017 3:00:00 PM , 6.0
06/03/2017 4:00:00 PM , 6.0
06/03/2017 5:00:00 PM , 6.0
06/03/2017 6:00:00 PM , 6.0
06/03/2017 7:00:00 PM , 6.0
06/03/2017 8:00:00 PM , 6.0
06/03/2017 9:00:00 PM , 6.0
06/03/2017 10:00:00 PM , 6.0
06/03/2017 11:00:00 PM , 6.0
06/04/2017 12:00:00 AM , 6.0
06/04/2017 1:00:00 AM , 8.0
06/04/2017 2:00:00 AM , 6.0
06/04/2017 3:00:00 AM , 8.0
06/04/2017 4:00:00 AM , 8.0
06/04/2017 5:00:00 AM , 8.0
